Kode,info_longName,info_sector,info_industry,info_marketCap,info_category,trading_recommendation,technical_trend,technical_momentum,technical_signal,price_action_market_structure,price_action_market_total_zones,fundamental_score,fundamental_rating,valuation_score,valuation_conclusion,valuation_reason,valuation_notes,info_website
SWAT.JK,PT Sriwahana Adityakarta Tbk,Consumer Cyclical,Packaging & Containers,48307200000.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),https://www.sriwahana.id
TCPI.JK,PT Transcoal Pacific Tbk,Industrials,Marine Shipping,47250000576512.0,Menengah,WAIT,BULLISH,NETRAL,BUY,LL,38.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield baik,https://www.transcoalpacific.com
FORZ.JK,PT Forza Land Indonesia Tbk,,,99200499712.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,0.0,10.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),
KPAS.JK,PT Cottonindo Ariesta Tbk,,,47618666496.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),
BEEF.JK,PT Estika Tata Tiara Tbk,Consumer Defensive,Packaged Foods,3329302200320.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,LL,30.0,10.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi,https://www.kibif.com
FOOD.JK,PT Sentra Food Indonesia Tbk,Consumer Defensive,Packaged Foods,202800005120.0,Kecil,WAIT,BEARISH,NETRAL,SELL,HL,12.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.sentrafood.co.id
ZONE.JK,PT Mega Perintis Tbk,Consumer Cyclical,Apparel Retail,439436574720.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,LL,10.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|✅ PBV rendah,https://megaperintis.co.id
CAKK.JK,PT Cahayaputra Asa Keramik Tbk,Industrials,Building Products & Equipment,229830344704.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,24.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ PBV rendah,https://www.kaisar-ceramics.com
YELO.JK,PT Yelooo Integra Datanet Tbk,Consumer Cyclical,Travel Services,250573438976.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,14.0,10.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),https://www.passpod.com
DUCK.JK,PT Jaya Bersama Indo Tbk,,,225866088448.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),
MPRO.JK,PT Maha Properti Indonesia Tbk,Real Estate,Real Estate - Development,114338757083136.0,Bluechip,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,LL,26.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://mahaproperti.co.id
HKMU.JK,PT HK Metals Utama Tbk,,,161087504384.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),
SURE.JK,PT Super Energy Tbk,Energy,Oil & Gas Integrated,4462778777600.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,32.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.superenergy.co.id
SAPX.JK,PT Satria Antaran Prima Tbk,Industrials,Integrated Freight & Logistics,256666664960.0,Kecil,WAIT,BULLISH,NETRAL,BUY,HL,26.0,10.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ PBV rendah,https://www.sapx.id
BSIM.JK,PT Bank Sinarmas Tbk,Financial Services,Banks - Regional,25532429238272.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,28.0,10.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|⚠️ PBV agak tinggi,https://www.banksinarmas.com
DIGI.JK,PT Arkadia Digital Media Tbk,Communication Services,Internet Content & Information,79624994816.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,13.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.arkadiacorp.com
BRNA.JK,PT Berlina Tbk,Consumer Cyclical,Packaging & Containers,700063678464.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,29.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.berlina.co.id
LAND.JK,PT Trimitra Propertindo Tbk,Real Estate,Real Estate Services,220616982528.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,8.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.trimitraland.com
FILM.JK,PT.MD Entertainment Tbk,Communication Services,Entertainment,157869710245888.0,Bluechip,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,LL,29.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.mdentertainment.com
NUSA.JK,PT Sinergi Megah Internusa Tbk,,,384999981056.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),
MGRO.JK,PT Mahkota Group Tbk,Consumer Defensive,Packaged Foods,2520582193152.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,HL,24.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.mahkotagroup.com
NFCX.JK,PT NFC Indonesia Tbk,Communication Services,Internet Content & Information,943937486848.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,LL,33.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.nfcindonesia.id
POLL.JK,PT Pollux Properties Indonesia Tbk,Real Estate,Real Estate - Development,931708207104.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://pollux.co.id
BPTR.JK,PT Batavia Prosperindo Trans Tbk,Industrials,Rental & Leasing Services,328662024192.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,15.0,10.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|✅ Harga di bawah nilai buku (murah),https://www.bataviarent.com
COWL.JK,PT Cowell Development Tbk,,,243560497152.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),
CBMF.JK,PT Cahaya Bintang Medan Tbk,,,93750001664.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),
INCF.JK,PT Indo Komoditi Korpora Tbk,Basic Materials,Specialty Chemicals,102124298240.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,13.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://indokomoditikorpora.com
MKNT.JK,PT Mitra Komunikasi Nusantara Tbk,Technology,Communication Equipment,5500000256.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.remitraglobi.co.id
IDPR.JK,PT Indonesia Pondasi Raya Tbk,Industrials,Engineering & Construction,572858040320.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,31.0,10.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,⚠️ PER sedang|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.indopora.com
BOGA.JK,PT Bintang Oto Global Tbk,Consumer Cyclical,Auto & Truck Dealerships,4450125611008.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,HL,21.0,10.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.bintangotoglobal.com
MTRA.JK,PT Mitra Pemuda Tbk,,,187879997440.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV wajar,
DPUM.JK,PT Dua Putra Utama Makmur Tbk,Consumer Defensive,Packaged Foods,1149412966400.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,LL,22.0,10.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi,https://www.duaputra.co.id
CSAP.JK,PT Catur Sentosa Adiprana Tbk,Industrials,Industrial Distribution,1852715040768.0,Kecil,WAIT,BULLISH,NETRAL,BUY,HL,27.0,10.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,⚠️ PER sedang|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.csahome.com
CPRO.JK,PT Central Proteina Prima Tbk,Consumer Defensive,Farm Products,4527501082624.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,17.0,10.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|✅ PBV rendah,https://www.cpp.co.id
ZBRA.JK,PT Dosni Roha Indonesia Tbk,Healthcare,Medical Distribution,26710364160.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,10.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.dnr.id
SMLE.JK,,Basic Materials,Specialty Chemicals,447005392896.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,LL,30.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://ptsml.id
MSJA.JK,,Consumer Cyclical,Textile Manufacturing,2023529512960.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,HL,28.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://spunindo.com
KOKA.JK,PT Koka Indonesia Tbk,Industrials,Engineering & Construction,789727936512.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,24.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.koka.co.id
INRU.JK,PT Toba Pulp Lestari Tbk,Basic Materials,Paper & Paper Products,819441172480.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),NO TRADE,LL,28.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.tobapulp.com
SMGA.JK,,Basic Materials,Other Industrial Metals & Mining,1067500044288.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,31.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi,https://www.smgagroup.com
MFMI.JK,PT Multifiling Mitra Indonesia Tbk,Industrials,Specialty Business Services,984855281664.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.mmi.co.id
LOPI.JK,PT Logisticsplus International Tbk,Industrials,Integrated Freight & Logistics,174901788672.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,30.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi,https://www.logisticsplus.co.id
UDNG.JK,,Consumer Defensive,Farm Products,7525172248576.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,HL,30.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://abn.farm
INDX.JK,PT Tanah Laut Tbk,Industrials,Marine Shipping,69190352896.0,Kecil,WAIT,BEARISH,NETRAL,SELL,LL,24.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.tanahlaut.co.id/index-id.html
MGNA.JK,PT Magna Investama Mandiri Tbk,Financial Services,Credit Services,907272060928.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,HL,10.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER sangat rendah (murah)|❌ PBV sangat tinggi,https://www.magnainvestamamandiri.co.id/
GPSO.JK,PT Geoprima Solusi Tbk,Technology,Scientific & Technical Instruments,416713211904.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,LL,31.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.geoprima.co.id
TFAS.JK,PT Telefast Indonesia Tbk,Industrials,Staffing & Employment Services,444026912768.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,36.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|⚠️ PBV agak tinggi,https://telefast.co.id
AYAM.JK,,Consumer Defensive,Farm Products,1840000008192.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,HL,23.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.januputrasejahtera.com
TNCA.JK,PT Trimuda Nuansa Citra Tbk,Industrials,Integrated Freight & Logistics,108783116288.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,36.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|⚠️ PBV agak tinggi,https://ged.co.id
INDY.JK,PT. Indika Energy Tbk,Energy,Thermal Coal,18729691774976.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,40.0,0.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.indikaenergy.co.id
ATAP.JK,PT Trimitra Prawara Goldland Tbk,Consumer Cyclical,Residential Construction,950000025600.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,8.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://trimitraprawaraland.co.id/
ACRO.JK,,Consumer Cyclical,Apparel Manufacturing,381628022784.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,19.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://samcro.co.id
AKSI.JK,PT Mineral Sumberdaya Mandiri Tbk,Industrials,Trucking,342719987712.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,33.0,0.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|⚠️ PBV agak tinggi,https://www.msdm.co.id
INDR.JK,PT. Indo-Rama Synthetics Tbk,Consumer Cyclical,Textile Manufacturing,2532340924416.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,35.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.indorama.co.id
KOCI.JK,PT Kokoh Exa Nusantara Tbk,Real Estate,Real Estate - Development,1148242493440.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,19.0,0.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.kokohcity.com
PTPS.JK,PT Pulau Subur Tbk,Consumer Defensive,Farm Products,442173030400.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,34.0,0.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.pulausubur.com
GRIA.JK,PT Ingria Pratama Capitalindo Tbk,Real Estate,Real Estate - Development,944092217344.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,31.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|⚠️ PBV agak tinggi,https://ingriagroup.com
GRPM.JK,PT Graha Prima Mentari Tbk,Consumer Defensive,Beverages - Non-Alcoholic,207042478080.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,16.0,0.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://grahaprimamentari.co.id
NIPS.JK,PT Nipress Tbk,,,,Unknown,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,0.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,,
TGUK.JK,PT Platinum Wahab Nusantara Tbk,Consumer Defensive,Food Distribution,489288925184.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://teguk.co.id
NIKL.JK,PT Pelat Timah Nusantara Tbk,Industrials,Metal Fabrication,1034573512704.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,29.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.latinusa.co.id
CMNT.JK,PT Cemindo Gemilang Tbk,Basic Materials,Building Materials,14385423581184.0,Menengah,WAIT,BULLISH,NETRAL,NO TRADE,LL,25.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.cemindo.com
RMKO.JK,PT Royaltama Mulia Kontraktorindo Tbk,Energy,Thermal Coal,1012500004864.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,28.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.rmko.co.id
TRUK.JK,PT Guna Timur Raya Tbk,Industrials,Trucking,195274489856.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,29.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.gunatimurraya.com
TRIL.JK,,,,,Unknown,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,,
HBAT.JK,PT Minahasa Membangun Hebat Tbk,Real Estate,Real Estate - Development,368422256640.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,30.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://mmhebat.co.id
PPRI.JK,PT Paperocks Indonesia Tbk,Consumer Cyclical,Packaging & Containers,365509279744.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,36.0,0.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://paperocks.co.id
PMMP.JK,PT Panca Mitra Multiperdana Tbk,Consumer Defensive,Packaged Foods,129415004160.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.pancamitra.com
MTSM.JK,PT Metro Realty Tbk,Real Estate,Real Estate Services,116423999488.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://www.ptmetrorealty.co.id
TRIO.JK,,,,,Unknown,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,,
INCO.JK,PT Vale Indonesia Tbk,Basic Materials,Other Industrial Metals & Mining,67454617255936.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,45.0,0.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.vale.com/indonesia
LMAX.JK,PT Lupromax Pelumas Indonesia Tbk,Energy,Oil & Gas Refining & Marketing,129351745536.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,30.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi,https://lupromax.co.id
HUMI.JK,PT Humpuss Maritim Internasional Tbk,Industrials,Marine Shipping,6427006992384.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,35.0,0.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.humi.co.id
OASA.JK,PT Maharaksa Biru Energi Tbk,Utilities,Utilities - Renewable,3084748849152.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,32.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://maharaksabiru.com
RSCH.JK,PT Charlie Hospital Semarang Tbk,Healthcare,Medical Care Facilities,1075899924480.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,25.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PBV sangat tinggi,https://charliehospital.co.id
BABY.JK,PT Multitrend Indo Tbk,Consumer Cyclical,Apparel Retail,947074105344.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,HL,33.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi,https://multitrendindo.com
IOTF.JK,PT Sumber Sinergi Makmur Tbk,Technology,Communication Equipment,449675329536.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,17.0,0.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PBV agak tinggi,https://foxlogger.com
INTD.JK,PT Inter Delta Tbk,Basic Materials,Paper & Paper Products,201221505024.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,31.0,0.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.inter-delta.co.id
