Kode,info_longName,info_sector,info_industry,info_marketCap,info_category,trading_recommendation,technical_trend,technical_momentum,technical_signal,price_action_market_structure,price_action_market_total_zones,fundamental_score,fundamental_rating,valuation_score,valuation_conclusion,valuation_reason,valuation_notes,info_website
VIVA.JK,PT Visi Media Asia Tbk,Communication Services,Broadcasting,1201891704832.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,5.0,40.0,LEMAH 🟠,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),https://www.vivagroup.co.id
HOTL.JK,PT. Saraswati Griya Lestari Tbk,,,177500012544.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,0.0,40.0,LEMAH 🟠,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),
AUTO.JK,PT Astra Otoparts Tbk,Consumer Cyclical,Auto Parts,13254265929728.0,Menengah,WAIT,BULLISH,NETRAL,BUY,LL,35.0,40.0,LEMAH 🟠,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.astra-otoparts.com
PTBA.JK,PT Bukit Asam Tbk,Energy,Thermal Coal,28325317705728.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,18.0,40.0,LEMAH 🟠,50.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ PBV rendah|✅ Dividend yield tinggi,https://www.ptba.co.id
WINE.JK,PT HATTEN BALI Tbk,Consumer Defensive,Beverages - Wineries & Distilleries,585360015360.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,21.0,40.0,LEMAH 🟠,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ PBV wajar|✅ Dividend yield tinggi,https://www.hattenbali.co.id
META.JK,PT Nusantara Infrastructure Tbk,,,4123410563072.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,LL,0.0,40.0,LEMAH 🟠,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV rendah,
NCKL.JK,PT Trimegah Bangun Persada Tbk,Basic Materials,Other Industrial Metals & Mining,87949697875968.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,36.0,40.0,LEMAH 🟠,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://tbpnickel.com
MAHA.JK,PT Mandiri Herindo Adiperkasa Tbk,Industrials,Trucking,3180624084992.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,LL,25.0,40.0,LEMAH 🟠,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ PBV wajar|✅ Dividend yield tinggi,https://mha.co.id
ASII.JK,PT Astra International Tbk,Industrials,Conglomerates,299578297417728.0,Bluechip,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,36.0,40.0,LEMAH 🟠,50.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ PBV rendah|✅ Dividend yield tinggi,https://www.astra.co.id
INTP.JK,PT Indocement Tunggal Prakarsa Tbk,Basic Materials,Building Materials,24609218887680.0,Menengah,WAIT,BULLISH,NETRAL,NO TRADE,HL,35.0,40.0,LEMAH 🟠,45.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ PBV rendah|✅ Dividend yield tinggi,https://www.indocement.co.id
MTLA.JK,PT Metropolitan Land Tbk,Real Estate,Real Estate Services,4937556688896.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,HL,35.0,40.0,LEMAH 🟠,50.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://metropolitanland.com
MBSS.JK,PT Mitrabahtera Segara Sejati Tbk,Industrials,Marine Shipping,4777572827136.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,38.0,40.0,LEMAH 🟠,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|✅ PBV rendah,https://www.mbss.co.id
STAA.JK,PT Sumber Tani Agung Resources Tbk,Consumer Defensive,Farm Products,14501486264320.0,Menengah,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,38.0,40.0,LEMAH 🟠,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.sta.co.id
OMED.JK,PT Jayamas Medica Industri Tbk,Healthcare,Medical Instruments & Supplies,6221112803328.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,15.0,40.0,LEMAH 🟠,25.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.onemed.co.id
BSBK.JK,PT Wulandari Bangun Laksana Tbk,Real Estate,Real Estate - Development,1856799375360.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,15.0,40.0,LEMAH 🟠,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://balikpapansuperblock.com
ACES.JK,PT Aspirasi Hidup Indonesia Tbk,Consumer Cyclical,Specialty Retail,7134399954944.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,31.0,40.0,LEMAH 🟠,50.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ PBV rendah|✅ Dividend yield tinggi,https://ahi.id
DRMA.JK,PT Dharma Polimetal Tbk,Consumer Cyclical,Auto Parts,5011764412416.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,25.0,40.0,LEMAH 🟠,45.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ PBV wajar|✅ Dividend yield tinggi,https://www.dharmagroup.co.id
DATA.JK,,Communication Services,Telecom Services,7046875316224.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,35.0,40.0,LEMAH 🟠,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://remala.id
BLES.JK,,Basic Materials,Building Materials,1529115443200.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,23.0,40.0,LEMAH 🟠,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ PBV rendah|✅ Dividend yield tinggi,https://superiorprimasukses.com
JRPT.JK,"PT Jaya Real Property, Tbk.",Real Estate,Real Estate - Development,13828731437056.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,HL,11.0,40.0,LEMAH 🟠,45.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ PBV rendah|✅ Dividend yield tinggi,https://www.jayaproperty.com
PLIN.JK,PT Plaza Indonesia Realty Tbk,Real Estate,Real Estate Services,8874741465088.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,LL,0.0,40.0,LEMAH 🟠,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),https://www.plazaindonesiarealty.com
AKRA.JK,PT AKR Corporindo Tbk,Energy,Oil & Gas Refining & Marketing,25640701001728.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,33.0,35.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.akr.co.id
DVLA.JK,PT Darya-Varia Laboratoria Tbk,Healthcare,Drug Manufacturers - Specialty & Generic,1864800010240.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,16.0,35.0,BURUK 🔴,45.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ PBV rendah|✅ Dividend yield tinggi,https://www.darya-varia.com
TIFA.JK,PT KDB Tifa Finance Tbk,Financial Services,Credit Services,1598495784960.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,37.0,35.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ PBV rendah|✅ Dividend yield tinggi,https://www.kdbtifa.co.id
TUGU.JK,PT Asuransi Tugu Pratama Indonesia Tbk,Financial Services,Insurance - Diversified,4302246510592.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,24.0,35.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.tugu.com
BTPS.JK,PT Bank BTPN Syariah Tbk,Financial Services,Banks - Regional,9398216818688.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,HL,36.0,35.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.btpnsyariah.com
KPIG.JK,PT MNC Tourism Indonesia Tbk,Real Estate,Real Estate Services,27021256163328.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,29.0,35.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.mncland.com
ANTM.JK,PT Aneka Tambang Tbk,Basic Materials,Gold,96123062583296.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,42.0,35.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.antam.com
DYAN.JK,PT Dyandra Media International Tbk,Communication Services,Entertainment,410204569600.0,Kecil,WAIT,BULLISH,NETRAL,BUY,HL,16.0,35.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),https://dyandramedia.com
LPLI.JK,PT Star Pacific Tbk,Real Estate,Real Estate Services,449446182912.0,Kecil,WAIT,BEARISH,NETRAL,NO TRADE,LL,33.0,35.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),https://www.star-pacific.co.id
NICE.JK,,Basic Materials,Other Industrial Metals & Mining,2724744921088.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,30.0,35.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi,https://www.akp.co.id
AMAG.JK,PT Asuransi Multi Artha Guna Tbk,Financial Services,Insurance - Property & Casualty,2030218641408.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,LL,25.0,35.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.mag.co.id
CFIN.JK,PT. Clipan Finance Indonesia Tbk,Financial Services,Credit Services,1330829852672.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,14.0,35.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://clipan.co.id
MDRN.JK,PT Modern Internasional Tbk,Industrials,Business Equipment & Supplies,610573418496.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,10.0,35.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.moderninternasional.co.id
ELSA.JK,PT Elnusa Tbk,Energy,Oil & Gas Equipment & Services,3904697532416.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,27.0,35.0,BURUK 🔴,55.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.elnusa.co.id
MAPI.JK,PT. Mitra Adiperkasa Tbk,Consumer Cyclical,Department Stores,19505000480768.0,Menengah,WAIT,BEARISH,NETRAL,NO TRADE,LL,35.0,35.0,BURUK 🔴,45.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ PBV rendah|✅ Dividend yield tinggi,https://www.map.co.id
HRTA.JK,PT Hartadinata Abadi Tbk,Consumer Cyclical,Luxury Goods,11789471318016.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,31.0,35.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.hartadinataabadi.co.id
ITMA.JK,PT Sumber Energi Andalan Tbk,Basic Materials,Other Industrial Metals & Mining,2347775033344.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,44.0,35.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://energi-andalan.co.id
BSWD.JK,PT Bank of India Indonesia Tbk,Financial Services,Banks - Regional,3854865793024.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,0.0,35.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ PBV rendah,https://www.boiindonesia.co.id
MNCN.JK,PT. Media Nusantara Citra Tbk,Communication Services,Advertising Agencies,3730059558912.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,24.0,35.0,BURUK 🔴,40.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER sangat rendah (murah)|✅ Harga di bawah nilai buku (murah),https://www.mnc.co.id
ARKO.JK,PT. Arkora Hydro Tbk,Utilities,Utilities - Renewable,31481321750528.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,28.0,35.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.arkora-hydro.com
PTSN.JK,PT Sat Nusapersada Tbk,Technology,Electronic Components,2072594087936.0,Kecil,WAIT,SIDEWAYS,KUAT (BULLISH),NO TRADE,LL,29.0,35.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.satnusa.com
ADCP.JK,PT Adhi Commuter Properti Tbk,Real Estate,Real Estate - Development,1311111118848.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,9.0,35.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.adcp.co.id
PNBS.JK,PT Bank Panin Dubai Syariah Tbk,Financial Services,Banks - Regional,2251191222272.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,9.0,35.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.paninbanksyariah.co.id
MTEL.JK,PT Dayamitra Telekomunikasi Tbk.,Communication Services,Telecom Services,51806998626304.0,Menengah,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,14.0,35.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ PBV wajar|✅ Dividend yield tinggi,https://www.mitratel.co.id
BBHI.JK,PT Allo Bank Indonesia Tbk,Financial Services,Banks - Regional,32378082820096.0,Menengah,WAIT,BULLISH,NETRAL,BUY,LL,34.0,35.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.allobank.com
BALI.JK,PT Bali Towerindo Sentra Tbk,Communication Services,Telecom Services,6433058848768.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,41.0,35.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.balitower.co.id
BACA.JK,PT Bank Capital Indonesia Tbk,Financial Services,Banks - Regional,4230041305088.0,Kecil,WAIT,BULLISH,NETRAL,NO TRADE,LL,19.0,35.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.bankcapital.co.id
BABP.JK,PT Bank MNC Internasional Tbk,Financial Services,Banks - Regional,2934293659648.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,10.0,35.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.mncbank.co.id
PGUN.JK,PT Pradiksi Gunatama Tbk,Consumer Defensive,Farm Products,54796455247872.0,Menengah,WAIT,BEARISH,LEMAH (BEARISH),NO TRADE,LL,22.0,35.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|⚠️ Dividend yield cukup,https://www.pradiksi.co.id
WIRG.JK,PT WIR ASIA Tbk,Technology,Information Technology Services,1253555306496.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,31.0,35.0,BURUK 🔴,10.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ PBV wajar,https://www.wir.group/en/
AMAR.JK,PT Bank Amar Indonesia Tbk,Financial Services,Banks - Regional,4251226996736.0,Kecil,WAIT,BULLISH,NETRAL,BUY,HL,23.0,35.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|✅ PBV rendah|✅ Dividend yield tinggi,https://www.amarbank.co.id
GWSA.JK,PT Greenwood Sejahtera Tbk,Real Estate,Real Estate - Development,1840979378176.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,30.0,35.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.greenwoodsejahtera.com
BRMS.JK,PT Bumi Resources Minerals Tbk,Basic Materials,Other Industrial Metals & Mining,174394362036224.0,Bluechip,WAIT,BULLISH,NETRAL,NO TRADE,HL,40.0,35.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.bumiresourcesminerals.com
PANI.JK,PT Pantai Indah Kapuk Dua Tbk,Real Estate,Real Estate - Development,238238883119104.0,Bluechip,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,42.0,35.0,BURUK 🔴,5.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|⚠️ Dividend yield cukup,https://www.pantaiindahkapukdua.com
JARR.JK,PT Jhonlin Agro Raya Tbk,Consumer Defensive,Farm Products,28245833547776.0,Menengah,WAIT,BEARISH,NETRAL,SELL,LL,26.0,35.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.ptjar.com
STAR.JK,PT Buana Artha Anugerah Tbk,Financial Services,Asset Management,2424000217088.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,HL,10.0,35.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://buanaarthaanugerah.co.id
BPFI.JK,PT Woori Finance Indonesia Tbk,Financial Services,Credit Services,839634518016.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,HL,22.0,35.0,BURUK 🔴,50.0,SAHAM WAJAR 🟡,Harga dalam kisaran wajar berdasarkan valuasi,✅ PER rendah|✅ Harga di bawah nilai buku (murah)|✅ Dividend yield tinggi,https://www.woorifinance.co.id
GMTD.JK,PT Gowa Makassar Tourism Development Tbk,Real Estate,Real Estate - Development,2538449928192.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,27.0,30.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|⚠️ PBV agak tinggi|✅ Dividend yield tinggi,https://www.tanjungbunga.com
PALM.JK,PT Provident Investasi Bersama Tbk,Financial Services,Asset Management,6261683781632.0,Kecil,WAIT,BULLISH,NETRAL,BUY,LL,31.0,30.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PBV rendah,https://www.provident-investasi.com
KOIN.JK,PT Kokoh Inti Arebama Tbk,Industrials,Building Products & Equipment,98084372480.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,14.0,30.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.pt-kokoh.com
JTPE.JK,PT Jasuindo Tiga Perkasa Tbk,Industrials,Specialty Business Services,3939928637440.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),NO TRADE,LL,25.0,30.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.jasuindo.com
UNSP.JK,PT Bakrie Sumatera Plantations Tbk,Consumer Defensive,Farm Products,1275082833920.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,20.0,30.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),https://www.bakriesumatera.com
LAPD.JK,PT Leyand International Tbk,,,602885193728.0,Kecil,WAIT,BEARISH,LEMAH (BEARISH),SELL,LL,21.0,30.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ Harga di bawah nilai buku (murah),
MLBI.JK,PT Multi Bintang Indonesia Tbk,Consumer Defensive,Beverages - Brewers,11904550436864.0,Menengah,WAIT,BEARISH,NETRAL,SELL,LL,20.0,30.0,BURUK 🔴,30.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.multibintang.co.id
LPCK.JK,PT Lippo Cikarang Tbk,Real Estate,Real Estate - Development,3645626908672.0,Kecil,WAIT,BULLISH,KUAT (BULLISH),BUY,HL,22.0,30.0,BURUK 🔴,35.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,✅ PER rendah|✅ Harga di bawah nilai buku (murah),https://www.lippo-cikarang.com
PICO.JK,PT Pelangi Indah Canindo Tbk,Consumer Cyclical,Packaging & Containers,129589493760.0,Kecil,WAIT,SIDEWAYS,NETRAL,NO TRADE,HL,29.0,30.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|✅ Harga di bawah nilai buku (murah),https://www.pic.co.id
RAJA.JK,PT Rukun Raharja Tbk,Utilities,Utilities - Regulated Gas,28532807827456.0,Menengah,WAIT,BULLISH,NETRAL,NO TRADE,HL,33.0,30.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.raja.co.id
TINS.JK,PT TIMAH Tbk,Basic Materials,Other Industrial Metals & Mining,28226984345600.0,Menengah,WAIT,BULLISH,KUAT (BULLISH),BUY,LL,37.0,30.0,BURUK 🔴,15.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.timah.com
MKPI.JK,PT Metropolitan Kentjana Tbk,Real Estate,Real Estate Services,22756655628288.0,Menengah,WAIT,BEARISH,NETRAL,SELL,LL,29.0,30.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://www.pondokindahgroup.co.id
ESSA.JK,PT ESSA Industries Indonesia Tbk.,Basic Materials,Chemicals,11628208717824.0,Menengah,WAIT,BULLISH,NETRAL,BUY,LL,35.0,30.0,BURUK 🔴,20.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,⚠️ PER sedang|❌ PBV sangat tinggi|✅ Dividend yield tinggi,https://essa.id
IMPC.JK,PT Impack Pratama Industri Tbk,Industrials,Building Products & Equipment,186134722248704.0,Bluechip,WAIT,SIDEWAYS,NETRAL,NO TRADE,LL,39.0,30.0,BURUK 🔴,0.0,SAHAM MAHAL 🔴,Berbagai indikator valuasi menunjukkan harga relatif mahal,❌ PER tinggi (mahal)|❌ PBV sangat tinggi,https://www.impack-pratama.com
